action_key,notice_id,notice_key,institution_source_title,institution_source_town,institution_source_type,institution_row_index,action_type,improvement_status,ordered_date,deadline_date,visit_date,source_language,source_evidence,raw_detail_file,raw_detail_sha256,raw_pdf_file,raw_pdf_sha256,pdf_page,pdf_row,registry_ids,registry_titles,entity,join_status,join_evidence,candidate_penalty_links
ntpc-kidedu-6098-action-53c7107d3dc7f182,6098,ntpc-kidedu-6098,新北市私立新二重幼兒園,三重區,私立,2,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","2
三重區
私人
新北市私立新二重幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,2,"[""89def7f5-8972-4056-ab86-2bce5b5e6a3c""]","[""新北市私立新二重幼兒園""]",新北市私立新二重幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_768225214cc9b01913da"",""penalty_registry_id"":""89def7f5-8972-4056-ab86-2bce5b5e6a3c"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-76153d507fdf593d,6098,ntpc-kidedu-6098,新北市私立全能愛彌兒幼兒園,三重區,私立,3,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","3
三重區
私人
新北市私立全能愛彌兒幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,3,[],[],,unresolved_historical_institution,exact_title:0;entity_candidates:0;name_core_candidates:0;sibling_registry_ids:0,[]
ntpc-kidedu-6098-action-6a2a4eaa36af1f98,6098,ntpc-kidedu-6098,新北市私立華兒園精緻幼兒園,三重區,私立,4,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","4
三重區
私人
新北市私立華兒園精緻幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,4,"[""1bf70674-f432-44f9-b054-e0f995de88da""]","[""新北市私立華兒園精緻幼兒園""]",新北市私立華兒園精緻幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_d4ee9651be683d1eefe5"",""penalty_registry_id"":""1bf70674-f432-44f9-b054-e0f995de88da"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-4fa01bf401848171,6098,ntpc-kidedu-6098,新北市私立智仁幼兒園,三重區,私立,5,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","5
三重區
私人
新北市私立智仁幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,5,[],[],,unresolved_historical_institution,exact_title:0;entity_candidates:0;name_core_candidates:0;sibling_registry_ids:0,[]
ntpc-kidedu-6098-action-95e63aca17006c8a,6098,ntpc-kidedu-6098,財團法人天主教會台北教區附設新北市私立母心幼兒園,三重區,私立,6,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","6
三重區
財團法人
附設
財團法人天主教會台北教區附設新北市
私立母心幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,6,"[""7ae6df38-9d94-4821-9dac-c8b23da5a25a""]","[""財團法人天主教會台北教區附設新北市私立母心幼兒園""]",財團法人天主教會台北教區附設新北市私立母心幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_adc8e09dddd2aa29d915"",""penalty_registry_id"":""7ae6df38-9d94-4821-9dac-c8b23da5a25a"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_e1e9b5bf2f7f6f92dca2"",""penalty_registry_id"":""7ae6df38-9d94-4821-9dac-c8b23da5a25a"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_e71963ca5977ac8d98f2"",""penalty_registry_id"":""7ae6df38-9d94-4821-9dac-c8b23da5a25a"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-317084c8c23a5030,6098,ntpc-kidedu-6098,新北市私立肯妮斯幼兒園,三重區,私立,7,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","7
三重區
私人
新北市私立肯妮斯幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,7,"[""dc5bd7fe-1d67-43c8-a558-9ac0735574be""]","[""新北市私立肯妮斯幼兒園""]",新北市私立肯妮斯幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-6086dc5fdf903d5f,6098,ntpc-kidedu-6098,新北市私立興華幼兒園,蘆洲區,私立,8,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","8
蘆洲區
私人
新北市私立興華幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,8,"[""f5251c62-f52c-47f9-8ee2-acfc5add7e42""]","[""新北市私立興華幼兒園""]",新北市私立興華幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_03a1bd162ca964f8d86a"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_065d37c83d2955b71809"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_1c40e7011817275ccbf6"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_6b6ea9d2909489697fb6"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_81b74ffc06ef666e0058"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_c92553302b27d05850fc"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_ea8f049ceff3ed230fb9"",""penalty_registry_id"":""f5251c62-f52c-47f9-8ee2-acfc5add7e42"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-2889b6e7a9353956,6098,ntpc-kidedu-6098,新北市私立溫特爾幼兒園,三峽區,私立,9,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","9
三峽區
私人
新北市私立溫特爾幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,9,"[""818ed658-8295-4b49-a727-ce5e3d4e623e""]","[""新北市私立溫特爾幼兒園""]",新北市私立溫特爾幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-709f07c9d5acd608,6098,ntpc-kidedu-6098,新北市私立聖母幼兒園,三峽區,私立,10,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","10
三峽區
私人
新北市私立聖母幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,10,"[""832f17b4-5007-4f13-9443-6847547e0d90""]","[""新北市私立聖母幼兒園""]",新北市私立聖母幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-55629c82d4627bb5,6098,ntpc-kidedu-6098,新北市私立快樂靜思園幼兒園,三峽區,私立,11,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","11
三峽區
私人
新北市私立快樂靜思園幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,11,"[""47243483-2120-48d7-accc-8b992948d7b9""]","[""新北市私立快樂靜思園幼兒園""]",新北市私立快樂靜思園幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-c2007eab73ab18fb,6098,ntpc-kidedu-6098,新北市私立瑪莉亞蒙特梭利幼兒園,三峽區,私立,12,corrective_order_followup,ordered,2016-05-03,,2016-11-15,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","12
三峽區
私人
新北市私立瑪莉亞蒙特梭利幼兒園
11月15日
星期二",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,12,"[""29deedd8-5915-4415-8124-566c94d2667e""]","[""新北市私立瑪莉亞蒙特梭利幼兒園""]",新北市私立瑪莉亞蒙特梭利幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-b66e706580e51e47,6098,ntpc-kidedu-6098,新北市私立邦仁幼兒園,三重區,私立,13,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","13
三重區
私人
新北市私立邦仁幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,13,"[""09f6e448-aa45-4a1c-b5b3-4add442db7f0""]","[""新北市私立邦仁幼兒園""]",新北市私立邦仁幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-903ffbade90d8566,6098,ntpc-kidedu-6098,新北市私立宥寶幼兒園,三重區,私立,14,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","14
三重區
私人
新北市私立宥寶幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,14,"[""a833e4db-3d45-4d91-aca1-604ec013cc5b""]","[""新北市私立宥寶幼兒園""]",新北市私立宥寶幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-16a2948569d47959,6098,ntpc-kidedu-6098,新北市私立博聖幼兒園,蘆洲區,私立,15,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","15
蘆洲區
私人
新北市私立博聖幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,15,"[""4ff95ae8-a274-4db8-92fc-3dfdbcd7d9dd""]","[""新北市私立博聖幼兒園""]",新北市私立博聖幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-dbffc0459b2440ef,6098,ntpc-kidedu-6098,新北市私立蘆洲北大幼兒園,蘆洲區,私立,16,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","16
蘆洲區
私人
新北市私立蘆洲北大幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,16,"[""0565243e-7cbe-4e7b-bbdd-af5681fb3cd6""]","[""新北市私立蘆洲北大幼兒園""]",新北市私立蘆洲北大幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,[]
ntpc-kidedu-6098-action-5a68784828a7bc9b,6098,ntpc-kidedu-6098,新北市私立慈育幼兒園,蘆洲區,私立,17,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","17
蘆洲區
私人
新北市私立慈育幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,17,[],[],,unresolved_historical_institution,exact_title:0;entity_candidates:0;name_core_candidates:0;sibling_registry_ids:0,[]
ntpc-kidedu-6098-action-aaac12161104e65b,6098,ntpc-kidedu-6098,新北市私立幼心園幼兒園,三峽區,私立,18,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","18
三峽區
私人
新北市私立幼心園幼兒園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,18,"[""1cff3c7f-bdde-47a8-bd74-783c69e219a2""]","[""新北市私立幼心園幼兒園""]",新北市私立幼心園幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_fbcdc53d0bb87b0da4df"",""penalty_registry_id"":""1cff3c7f-bdde-47a8-bd74-783c69e219a2"",""relationship"":""candidate only; not asserted to be the same event""}]"
ntpc-kidedu-6098-action-1c9f2cb2ab5b1a28,6098,ntpc-kidedu-6098,新北市三峽區農會附設新北市私立幼兒園,三峽區,私立,19,corrective_order_followup,ordered,2016-05-03,,2016-11-16,"二、本市104學年度幼兒園基礎評鑑結果報告已於105年5月3日新北教幼字第1050760195號函函文至各校(園)，未通過基礎評鑑之受評園，應於評鑑結果公布後6個月內限期改善。
三、本局謹訂於本（105）年11月15日（星期二）至11月25日（星期五）辦理追蹤評鑑，針對未通過之評鑑項目進行實地訪視評鑑，其結果將另行公布。
四、旨揭實地訪視日程表，請逕至新北市幼兒教育資源網（路徑：新北市幼兒教育資源網－評鑑專區－基礎評鑑－參考表單）下載。","19
三峽區
團體附設新北市三峽區農會附設新北市私立幼兒
園
11月16日
星期三",raw/003_6098_detail.html,8989b6aa04479ae105bc72085dc181d9b8216b3d1a83da72c3ff95265b27d53f,raw/004_6098_attachment_pdf.pdf,f39646ac937a239be1def5a80dc7596961a8c3f8d460720325e6b321c96ba94b,1,19,"[""cd986e57-c6a9-4ede-8778-248c985b803a""]","[""新北市三峽區農會附設新北市私立幼兒園""]",新北市三峽區農會附設新北市私立幼兒園,matched_exact_title,exact_title:1;entity_candidates:1;name_core_candidates:1;sibling_registry_ids:1,"[{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_4caae8896b69d8186099"",""penalty_registry_id"":""cd986e57-c6a9-4ede-8778-248c985b803a"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_9168b4136e94f3fd7fdc"",""penalty_registry_id"":""cd986e57-c6a9-4ede-8778-248c985b803a"",""relationship"":""candidate only; not asserted to be the same event""},{""basis"":""shared sibling registry UUID only"",""group_record_count"":1,""group_record_index"":1,""penalty_group_id"":""pengrp_e1ee3152a8cb4ebe908e"",""penalty_registry_id"":""cd986e57-c6a9-4ede-8778-248c985b803a"",""relationship"":""candidate only; not asserted to be the same event""}]"
