id,title,type,town,place_id,google_name,google_address,rating,review_count,match_basis
0868f6a3-b2b8-402c-a03c-63f78d32b2c5,新北市私立幼育成幼兒園,私立,蘆洲區,ChIJ93xoJ7ioQjQRHa6VloWeNb8,幼育成幼兒園,247台灣新北市蘆洲區中路里和平路160號,,,Google 名稱含可辨識名稱
086c4c0c-9253-433d-853e-7ee5b927c91d,新北市私立維多莉爾幼兒園,私立,土城區,ChIJ8Wxpl78CaDQRxY29YVxF9wg,維多莉爾幼兒園,236台灣新北市土城區金城里金城路三段64號,,,Google 名稱含可辨識名稱
08917a82-ed8e-42ec-b59f-c2e756852234,新北市私立欣勵德幼兒園,私立,板橋區,ChIJJ7JfvjsdaDQRP1O8B1Lo_Co,欣勵德幼兒園,220台灣新北市板橋區溪福里篤行路二段161巷18號,,,Google 名稱含可辨識名稱
08cc687b-a0bc-4d36-899d-67b98e572c60,新北市立重慶國民中學附設幼兒園,公立,板橋區,,,,,,Google 回傳 1 筆但名稱皆不含「立重慶國民中學」
08e74596-075e-4961-ab2d-50301e2f186f,新北市政府板橋員工子女非營利幼兒園（委託財團法人台北基督教女青年會辦理）,非營利,板橋區,,,,,,Google 回傳 1 筆但名稱皆不含「政府板橋員工子女」
094e6561-88ab-43e1-9acf-41a9ddb507dd,新北市私立吉的堡英群幼兒園,私立,三重區,,,,,,Google 回傳 4 筆但名稱皆不含「吉的堡英群」
097d4932-435e-484a-8e39-351017c3f667,新北市林口區麗林國民小學附設幼兒園,公立,林口區,ChIJU-U49SanQjQRWT6bNSI3uNI,新北市林口區麗林國民小學,24453台灣新北市林口區麗林里公園路46號,,,Google 名稱含可辨識名稱
09846f04-3a58-4c54-b222-722a0fcc2b85,新北市私立育全三峽幼兒園,私立,三峽區,ChIJyQOUnZIbaDQRdz8HdqIGFhI,新北市私立育全三峽幼兒園,237台灣新北市三峽區礁溪里長泰街24號,,,Google 名稱含可辨識名稱
099f7cc7-d0bf-4fdd-b281-7df64dbea080,新北市私立德寶幼兒園,私立,五股區,ChIJoV4uqzymQjQRLY0eWEvgP_o,新北市私立德寶幼兒園（準公共幼兒園）,248台灣新北市五股區水碓里水碓路16巷33號,,,Google 名稱含可辨識名稱
09be1cb5-c75e-4fdd-907a-4e7853adcd7e,新北市私立全國幼兒園,私立,蘆洲區,ChIJSyfvDsaoQjQR4JU3o17SIdE,新北市私立全國幼兒園,247台灣新北市蘆洲區樹德里民生街101號,,,Google 名稱含可辨識名稱
09d521bc-f7f5-420a-bcac-953e0a4827ad,新北市私立松林幼兒園,私立,淡水區,ChIJGRDxrKu6QjQR5D4arSG8Ekw,新北市私立松林幼兒園,251台灣新北市淡水區崁頂里中山北路二段189巷100號甲山林水公園E棟,,,Google 名稱含可辨識名稱
09ea5a8f-fbe7-40b8-9067-931089945675,新北市瑞芳區瑞芳國民小學附設幼兒園東和分班,公立,瑞芳區,,,,,,Google 回傳 2 筆但名稱皆不含「瑞芳區瑞芳國民小學東和分班」
09f6e448-aa45-4a1c-b5b3-4add442db7f0,新北市私立邦仁幼兒園,私立,三重區,ChIJ3WA3sSqpQjQRfITkadQqTrI,邦仁國際文教機構-邦仁幼兒園(五華分校),241台灣新北市三重區碧華里溪尾街328號,,,Google 名稱含可辨識名稱
09f708ff-ad35-4f07-be19-d57c712a7188,新北市萬里區萬里國民小學附設幼兒園,公立,萬里區,ChIJCUULek9MXTQRmsrb3c9yEbw,新北市萬里區萬里國民小學,207台灣新北市萬里區萬里里瑪鋉路18號,,,Google 名稱含可辨識名稱
0a054b45-4dd0-4bb6-8735-0f8e796ba42a,新北市貢寮區澳底國民小學附設幼兒園,公立,貢寮區,,,,,,Google 回傳 1 筆但名稱皆不含「貢寮區澳底國民小學」
0a0da41f-bca0-469f-86a9-98526c16e4c4,新北市私立連城幼兒園,私立,中和區,ChIJ1_h7MIUCaDQRlQWMNBgPE2I,何嘉仁中和連城幼兒園,23553台灣新北市中和區嘉慶里連城路535號1樓,,,Google 名稱含可辨識名稱
0a416012-cf0a-4b40-b2b3-875b3b1a2a31,新北市私立芝蔴城幼兒園,私立,汐止區,,,,,,Google 回傳 1 筆但名稱皆不含「芝蔴城」
0a570d8a-b251-49fc-ab19-b093539a51b0,新北市私立民治藝術幼兒園,私立,中和區,ChIJ6fowUCeoQjQRyeTKndGHi58,民治藝術幼兒園,235台灣新北市中和區民有里民治街4號2樓,,,Google 名稱含可辨識名稱
0afcfc9f-3765-4071-b651-5eebd2cd45c3,新北市中平非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),非營利,新莊區,ChIJ758DKIynQjQRqKTSlRlIdms,中平非營利幼兒園,242台灣新北市新莊區立廷里中平路385號,,,Google 名稱含可辨識名稱
0b18d748-fc34-495f-820b-80c97f99f756,新北市林口區頭湖國民小學附設幼兒園,公立,林口區,ChIJkWyrNcOmQjQRpySNnZmhwQY,新北市林口區頭湖國民小學,244台灣新北市林口區湖南里民權路101號,,,Google 名稱含可辨識名稱
0b544379-755b-42a0-81fb-e16afcd97895,新北市私立山姆叔叔幼兒園,私立,三峽區,ChIJHdYe4akeaDQRxlj5yycyikQ,山姆叔叔美國學校鶯歌校區,239台灣新北市鶯歌區中鶯里仁愛路66號,,,Google 名稱含可辨識名稱
0b8c0c9c-df8b-458b-a9df-0c853a62554d,新北市新店區大豐國民小學附設幼兒園,公立,新店區,,,,,,Google 回傳 1 筆但名稱皆不含「新店區大豐國民小學」
0bafeeb6-dc1d-4592-894d-9528af8f629c,新北市私立企鵝家族幼兒園,私立,樹林區,ChIJB5cCDBcdaDQRK7zV_k3txdc,新北市私立企鵝家族幼兒園,238台灣新北市樹林區育英里文化街24號,,,Google 名稱含可辨識名稱
0bd4921c-773e-4760-b546-b4345270ddec,新北市新店區新店國民小學附設幼兒園,公立,新店區,ChIJIy7rOYcBaDQRVeyIqJaA9uc,新北市新店區新店國民小學,231台灣新北市新店區國校里新店路2號,,,Google 名稱含可辨識名稱
0bdb1178-783e-4c1d-88d4-bf629d4a2852,新北市私立何嘉仁幼兒園,私立,新莊區,ChIJvRglcn-oQjQRxiHFxv2HFJA,私立何嘉仁幼兒園,242台灣新北市新莊區中平里中和街155巷24弄26號,,,Google 名稱含可辨識名稱
0c29f5ef-a1dc-4a2e-b4fb-69e88d7203a7,新北市板橋區莒光國民小學附設幼兒園,公立,板橋區,ChIJ6TUFtzioQjQRMqYW1CvD0lU,新北市板橋區莒光國民小學,220台灣新北市板橋區華翠里莒光路163號,,,Google 名稱含可辨識名稱
0c2f255a-591c-4fc0-b2f8-0b673fc821ef,新北市私立捧馨園幼兒園,私立,板橋區,ChIJqRtQiqYCaDQRvB2oDKVM52I,捧馨園托嬰中心,220台灣新北市板橋區福星里四川路一段151號,,,Google 名稱含可辨識名稱
0c756e37-94fb-4fac-b532-37953641a384,新北市新莊區新莊國民小學附設幼兒園,公立,新莊區,ChIJdfm553GoQjQRn-Qt7kig__M,新北市新莊區新莊國民小學,242台灣新北市新莊區立人里中正路86號,,,Google 名稱含可辨識名稱
0c77ddec-2329-4903-89ad-c0a3bbf41f46,新北市私立丹力幼兒園,私立,三重區,ChIJG5TWoN-oQjQRB6iJRpqHrYg,新北市私立丹力幼兒園,241台灣新北市三重區重陽路三段154號,,,Google 名稱含可辨識名稱
0c78938e-e7c8-4f59-a38e-652d9b97931b,新北市私立芮嘉幼兒園,私立,五股區,ChIJt0AYrSSmQjQRjPYUE4fhI0k,芮嘉幼兒園,248台灣新北市五股區水碓里成泰路一段155巷,,,Google 名稱含可辨識名稱
0c7d724a-e0f5-4b38-9ed2-b9cc705b1f3d,新北市私立漢華幼兒園,私立,新店區,ChIJUe0HPEoCaDQR8DNe-HV4MBQ,漢華幼兒園,231台灣新北市新店區公崙里安忠路57巷26弄29號,,,Google 名稱含可辨識名稱
0cc06644-bdee-4b85-8100-ce2d9c1cc0c5,新北市私立人文幼兒園,私立,八里區,ChIJMxwbTAWlQjQRbqbJGB6MR1M,新北市私立人文幼兒園,249台灣新北市八里區仁一街1號,,,Google 名稱含可辨識名稱
0d50df65-ee81-462d-88ea-e9604da3fed6,新北市私立班博士幼兒園,私立,三重區,ChIJYzQLMiOpQjQR7nUnxXxd7BY,新北市私立班博士托兒所,241台灣新北市三重區大德里三和路一段48號,,,Google 名稱含可辨識名稱
0d963dcb-e8f7-4013-ba2f-793c8acc35d7,新北市私立碧安幼兒園,私立,新店區,ChIJqb54Jz8CaDQR1Re5zd7J190,新北市私立碧安幼兒園,23159台灣新北市新店區光華街20號22 號 1 樓,,,Google 名稱含可辨識名稱
0dab6b26-9031-44ec-87e8-3378c1b43b07,新北市立八里幼兒園龍源分班,公立,八里區,,,,,,Google 回傳 1 筆但名稱皆不含「立八里龍源分班」
0dacc7c1-cd8a-42b0-acff-e1ceacdc5255,新北市私立佳辰幼兒園,私立,蘆洲區,ChIJob79WM2oQjQRroMSE_Bf1Lk,佳辰幼兒園,247台灣新北市蘆洲區玉清里民族路218號,,,Google 名稱含可辨識名稱
0dafa1c3-187d-4672-999c-1b16768a7c82,新北市樹林區武林國民小學附設幼兒園,公立,樹林區,,,,,,Google 回傳 1 筆但名稱皆不含「樹林區武林國民小學」
0de9a70f-d8b3-497b-84b7-95f3c54cf342,國防部陸軍司令部第六軍團指揮部前鋒職場互助教保服務中心(委託財團法人三之三生命教育基金會辦理),私立,五股區,ChIJrcZqzQCnQjQRFX79PQ20Aks,國防部陸軍司令部第六軍團指揮部前鋒職場互助教保服務中心,248台灣新北市五股區陸一里六合街41、43、45號,,,Google 名稱含可辨識名稱
0e702c3b-1483-4347-a88e-1b31274146b7,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),非營利,新店區,ChIJrWZM1ewDaDQRwy056rc1Unk,新北市安興非營利幼兒園,23159台灣新北市新店區安和里安興路129號,,,Google 名稱含可辨識名稱
0efd221a-9504-43f5-b066-4c8e5d17c88b,新北市瑞芳區濂洞國民小學附設幼兒園,公立,瑞芳區,ChIJSVYc7_5EXTQRoQBdo1hGJRI,新北市瑞芳區濂洞國民小學,22451台灣新北市瑞芳區濂洞里洞頂路101巷80號,,,Google 名稱含可辨識名稱
0f4df6b9-d3e5-4bfe-9f04-288270ff36e7,新北市私立卡爾威特幼兒園,私立,板橋區,ChIJa3tYDCOoQjQRAtTURrpAcyQ,卡爾威特專業嬰幼教育機構,220台灣新北市板橋區長安里板新路101號1-2樓,,,Google 名稱含可辨識名稱
0f57fead-e491-4569-8eb1-83341a6df287,新北市私立欣園幼兒園,私立,新莊區,ChIJc0XceHqoQjQRY6r4sLS5pr8,私立欣園幼兒園,242台灣新北市新莊區中美里中港路207巷14號,,,Google 名稱含可辨識名稱
0f9602d3-afb7-42df-8261-eb69a9f96bba,新北市淡水區淡水國民小學附設幼兒園,公立,淡水區,ChIJi-aYP1elQjQRL3RoZzA_vD8,新北市淡水區淡水國民小學,251台灣新北市淡水區協元里中山路160號,,,Google 名稱含可辨識名稱
0fe8f8be-e19a-456c-ae12-6a05bb56e68c,新北市私立名亮幼兒園,私立,土城區,ChIJB9CRG8YCaDQRd1xvcN3LjE0,名亮幼兒園,236台灣新北市土城區柑林里金城路二段260號2樓,,,Google 名稱含可辨識名稱
