snapshot_id,page,listing_index,response_sha256,title,city,town,establishment_type,address,phone,website,approved_capacity,after_school,evaluation_status,record_count
2026-09-03-ntpc-full-v1,4,8,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區埔墘國民小學附設幼兒園,新北市,板橋區,公立,[220]永豐街42之8號,(02)29616690#282,https://www.pces.ntpc.edu.tw/,286,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,4,9,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市私立忠孝幼兒園,新北市,板橋區,私立,[220]忠孝路忠義巷19弄9、11號,(02)29621696,核定人數： 60,60,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,4,10,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市私立寶貝媽咪幼兒園,新北市,板橋區,私立,[220]莊敬路46號2樓之2,(02)82529955,核定人數： 60,60,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立愛唯兒幼兒園,新北市,板橋區,私立,[220]大同街50巷18號1、2、3樓,(02)82512888,http://www.lovewill.com.tw,180,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,2,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立幼祥幼兒園,新北市,板橋區,私立,[220]中正路360巷45、47、49號1樓,(02)29667509,http://youshine.topschool.com.tw,84,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,3,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立小奈米幼兒園,新北市,板橋區,私立,[220]四川路2段23之1、23之2、25之1、25之2號2、3樓,(02)89664504,核定人數： 95,95,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,4,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立凱思莉幼兒園,新北市,板橋區,私立,[220]文聖街137號1樓、夾層、b1,(02)82521364,核定人數： 28,28,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,5,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立芯宇幼兒園,新北市,板橋區,私立,[220]篤行路三段玉平巷101號1樓,(02)26758864,核定人數： 40,40,無,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,5,6,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立光星幼兒園,新北市,板橋區,私立,[220]文化路一段188巷26號,(02)22570779,核定人數： 60,60,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,7,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立育樂幼兒園,新北市,板橋區,私立,[220]民權路260巷1弄14、16號1樓,(02)29653936,核定人數： 90,90,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,8,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立晨暘幼兒園,新北市,板橋區,私立,[220]文化路一段270巷3弄3、5、7、9號1、2樓,(02)22587399,核定人數： 140,140,無,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,5,9,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,陽光森林文教股份有限公司臺北縣分公司附設新北市私立陽光小子幼兒園,新北市,板橋區,私立,[220]三民路二段215號1、2樓,(02)29555576,核定人數： 62,62,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,5,10,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立道安幼兒園,新北市,板橋區,私立,[220]大明街15巷15、17、19號1樓及15巷15號2樓、15巷17之1號2樓、15巷19之1號2樓,(02)29520475,核定人數： 70,70,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立悅嘉幼兒園,新北市,板橋區,私立,[220]雙十路二段149號2樓,(02)82586747,www.yueh-chia.idv.tw,74,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,2,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立立信幼兒園,新北市,板橋區,私立,[220]國泰街75巷49、51、53號1樓,(02)29527172,核定人數： 57,57,有,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,3,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立雙成幼兒園,新北市,板橋區,私立,[220]縣民大道三段133巷22號1樓,(02)22535056,http：//shanchen.pckids.com.tw/,40,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,4,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立忠山幼兒園,新北市,板橋區,私立,[220]中正路275巷62弄1、3、5號1樓,(02)29676813,核定人數： 57,57,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,5,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立幼暉幼兒園,新北市,板橋區,私立,[220]民族路289巷2號1樓,(02)29621247,http://yu-hui.topschool.com.tw/,46,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,6,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立遠東幼兒園,新北市,板橋區,私立,[220]成功路33號1樓,(02)29541784,核定人數： 37,37,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,7,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,財團法人台北市中華基督教青年會附設新北市私立板新幼兒園,新北市,板橋區,私立,[220]板新路27號1、2、3樓,(02)29637400,新北市板橋區板新路27號1~3樓,94,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,8,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立蘇格拉底幼兒園,新北市,板橋區,私立,[220]莒光路211號2、3樓,(02)82585511,核定人數： 100,100,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,9,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立大業幼兒園,新北市,板橋區,私立,[220]重慶路278巷17號1樓,(02)29555614,核定人數： 40,40,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,6,10,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立鴻園幼兒園,新北市,板橋區,私立,[220]長安街331巷77、79號1、2樓,(02)66375979,核定人數： 50,50,無,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立培揚幼兒園,新北市,板橋區,私立,[220]貴興路62、64號1樓,(02)29535289,核定人數： 38,38,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,2,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立艾維恩四維幼兒園,新北市,板橋區,私立,[220]四維路257號2樓,(02)82586899,核定人數： 61,61,有,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,7,3,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立緹家寶幼兒園,新北市,板橋區,私立,[220]新海路416號1、2、3樓,(02)22512872,tjb.kidz.com.tw,68,有,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,7,4,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立小康幼兒園,新北市,板橋區,私立,[220]長安街138巷7弄36、38號1、2樓,(02)29512112,shirley.blogkids.net,48,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,5,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立和平幼兒園,新北市,板橋區,私立,[220]民權路202巷17弄70號,(02)29671237,核定人數： 180,180,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,6,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立致理幼兒園,新北市,板橋區,私立,[220]介壽街80號,(02)22573270#28,核定人數： 56,56,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,7,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,財團法人新北市大觀書社附設新北市私立大觀幼兒園,新北市,板橋區,私立,[220]西門街5號,(02)29685028,核定人數： 360,360,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,8,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立雨農幼兒園,新北市,板橋區,私立,[220]雨農路27巷2號2樓,(02)22519395,核定人數： 168,168,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,9,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立童心幼兒園,新北市,板橋區,私立,[220]文化路一段188巷30號1樓,(02)22590779,核定人數： 41,41,有,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,7,10,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立漢林堡幼兒園,新北市,板橋區,私立,[220]光正街12-1號,(02)29683688,hlb.pckids.com.tw,34,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立童苑幼兒園,新北市,板橋區,私立,[220]南雅南路二段144巷57號1、2樓,(02)89666002,ton-yuan.topschool.tw/,38,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,2,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立嘉穎幼兒園,新北市,板橋區,私立,[220]文化路二段92號1樓、92號2樓、92之1號1樓,(02)22590745,核定人數： 190,190,無,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,8,3,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立艾法薇爾幼兒園,新北市,板橋區,私立,[220]雙十路二段85號1樓及87號1樓、87號2樓,(02)82511545,核定人數： 218,218,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,4,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立嘉盛幼兒園,新北市,板橋區,私立,[220]實踐路76號2樓、3樓,(02)89533958,核定人數： 84,84,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,5,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立田園幼兒園,新北市,板橋區,私立,[220]信義路279巷19-2號、19-3號,(02)29542929,核定人數： 60,60,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,6,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立喬幼光明幼兒園,新北市,板橋區,私立,[220]光明街68號1樓、68之1號2樓,(02)29637600,核定人數： 93,93,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,7,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立喬幼幼兒園,新北市,板橋區,私立,[220]光明街72號、72之1號、74號、74之1號,(02)29637600,核定人數： 80,80,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,8,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立寶貝媽咪資優幼兒園,新北市,板橋區,私立,[220]莊敬路46號2樓之3,(02)82529955#31,核定人數： 74,74,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,9,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立康園幼兒園,新北市,板橋區,私立,[220]文聖街89巷17號2樓、19號3樓,(02)82586586,核定人數： 58,58,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,8,10,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立幸福幼兒園,新北市,板橋區,私立,[220]幸福路32巷2弄2號1樓、4號1樓,(02)22566301,核定人數： 65,65,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,1,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立恬馨幼兒園,新北市,板橋區,私立,[220]篤行路二段67巷5號1樓、77巷3號1樓及2樓,(02)26828878,http://tyanshin.topschool.com.tw/,120,有,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,2,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立悅淨幼兒園,新北市,板橋區,私立,[220]東門街30之2號1樓之66、67、68、69,(02)89681060,核定人數： 32,32,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,3,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立智翔幼兒園,新北市,板橋區,私立,[220]陽明街134號及136號1樓、2樓,(02)22596441,核定人數： 50,50,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,4,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立大恩幼兒園,新北市,板橋區,私立,[220]介壽街23號及25號1樓,(02)22585685,核定人數： 42,42,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,5,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立大同幼兒園,新北市,板橋區,私立,[220]自由路26巷24號及26號1樓,(02)22556104,核定人數： 66,66,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,6,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立吉智幼兒園,新北市,板橋區,私立,[220]存德街20號1樓、2樓、3樓、存德街20之1號1樓及2樓,(02)26822201,核定人數： 158,158,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,7,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立優兒幼兒園,新北市,板橋區,私立,[220]成都街103號1樓,(02)29627559,核定人數： 29,29,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,8,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立喬一幼兒園,新北市,板橋區,私立,[220]三民路一段120號2樓、122號2樓及126號2樓,(02)89513738,核定人數： 100,100,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,9,9,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立科見板橋幼兒園,新北市,板橋區,私立,[220]中山路一段69號2樓及3樓,(02)89517548,核定人數： 138,138,無,+ 檢視前期評鑑,2
2026-09-03-ntpc-full-v1,9,10,08a09746896408be8563a83af494605a8e42f5d172a21457c9b9972f3e09db99,新北市私立卡爾斯登幼兒園,新北市,板橋區,私立,[220]莊敬路42號1樓、2樓及3樓,(02)82532319,核定人數： 60,60,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,10,1,067e657b9c90df47c225b2faea9620173801f8112f28ecd5f64c0e4c2ab449b7,新北市私立永錡板橋幼兒園,新北市,板橋區,私立,[220]金門街358巷14號1樓、358巷16號1樓及2樓、372巷32號1樓及2樓、372巷34號1樓及2樓,(02)26758622,核定人數： 135,135,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,10,2,067e657b9c90df47c225b2faea9620173801f8112f28ecd5f64c0e4c2ab449b7,新北市私立文堡幼兒園,新北市,板橋區,私立,[220]永豐街122號1樓、120巷1號1樓、120巷3號1樓及120巷5號1樓、2樓、3樓,(02)29632550,http://cok.urb.com.tw,170,無,+ 檢視前期評鑑,1
2026-09-03-ntpc-full-v1,10,3,067e657b9c90df47c225b2faea9620173801f8112f28ecd5f64c0e4c2ab449b7,新北市私立優貝兒幼兒園,新北市,板橋區,私立,[220]三民路二段正隆巷61號、63號及65號1樓,(02)66377989,http://www.urbaby.com.tw/,50,無,+ 檢視前期評鑑,2
