snapshot_id,page,row_index,response_sha256,title,city,town,establishment_type,address,phone,website,approved_capacity,after_school,evaluation_academic_year,evaluation_completed_date,evaluation_result,evaluation_report_label
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市金山區金美國民小學附設幼兒園,新北市,金山區,公立,[208]忠孝一路111號,(02)24986503#704,http://tw.class.uschoolnet.com/class/?csid=css000000157328,76,無,112,2023/10/18,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市金山區金山國民小學附設幼兒園,新北市,金山區,公立,[208]中山路234號,(02)24981125#301,http://163.20.84.65/,106,無,112,2023/10/18,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,財團法人天主教聖母聖心會附設新北市私立天仁幼兒園,新北市,金山區,私立,[208]中正路25號1樓,(02)24982423,http:www.kjftw.org.tw/school19/,60,無,112,2023/10/12,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市板橋區莒光國民小學附設幼兒園,新北市,板橋區,公立,[220]莒光路163號,(02)82597020,http://www.jges.ntpc.edu.tw/,120,無,111,2022/11/04,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市板橋區後埔國民小學附設幼兒園,新北市,板橋區,公立,[220]重慶路157號,(02)29614142#862,https://sites.google.com/hpes.ntpc.edu.tw/hpes,120,無,111,2022/09/29,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市立忠孝國民中學附設幼兒園,新北市,板橋區,公立,[220]重慶路168號,(02)29631350#601,https://reurl.cc/aE448l,120,無,111,2022/10/05,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市板橋區溪洲國民小學附設幼兒園,新北市,板橋區,公立,[220]金門街289號,(02)26867705#83,http://sips015.blogspot.com/,120,無,111,2022/10/14,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市立江翠國民中學附設幼兒園,新北市,板橋區,公立,[220]松江街63-2號,(02)22518007#280,http://www.ctjh.ntpc.edu.tw,210,無,111,2022/11/10,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市板橋區板橋國民小學附設幼兒園,新北市,板橋區,公立,[220]文化路一段23號,(02)29686834#860,http://tw.class.uschoolnet.com/class/?csid=css000000153402,180,無,111,2022/10/26,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,2,1,eccaea7657a3dd5dbbd971b8e8b3241a91d1ca410328baba884afa75ee229b41,新北市板橋區江翠國民小學附設幼兒園,新北市,板橋區,公立,[220]文化路二段413號,(02)22506374,https://www.ctes.ntpc.edu.tw/p/426-1000-22.php,152,無,111,2022/09/29,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區大觀國民小學附設幼兒園,新北市,板橋區,公立,[220]大觀路一段30號,(02)29603373#880,http://163.20.6.1/default.asp,210,無,111,2022/10/21,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區中山國民小學附設幼兒園,新北市,板橋區,公立,[220]大觀路二段59巷31號,(02)22755313#181,http://tw.myblog.yahoo.com/jw!9F6pukqIAx.LUF4yzBHQufo-,180,無,111,2022/10/07,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,3,2,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區中山國民小學附設幼兒園,新北市,板橋區,公立,[220]大觀路二段59巷31號,(02)22755313#181,http://tw.myblog.yahoo.com/jw!9F6pukqIAx.LUF4yzBHQufo-,180,無,111,2023/11/20,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區重慶國民小學附設幼兒園,新北市,板橋區,公立,[220]廣和街31號,(02)29565592#501,http://www.cges.ntpc.edu.tw/,76,無,111,2022/10/21,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區文德國民小學附設幼兒園,新北市,板橋區,公立,[220]英士路179號,(02)22577193#36,http://teacher.wdps.tpc.edu.tw/child/,120,無,111,2022/09/30,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區海山國民小學附設幼兒園,新北市,板橋區,公立,[220]漢生東路280號,(02)29545725#545,http://www.hsps.ntpc.edu.tw/kindergarten.htm,90,無,111,2022/10/26,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,3,2,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區海山國民小學附設幼兒園,新北市,板橋區,公立,[220]漢生東路280號,(02)29545725#545,http://www.hsps.ntpc.edu.tw/kindergarten.htm,90,無,111,2023/11/21,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區信義國民小學附設幼兒園,新北市,板橋區,公立,[220]四川路二段245巷60號,(02)89667817#171,https://sites.google.com/thyes.ntpc.edu.tw/xinyikindy,212,無,111,2022/10/18,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,3,2,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市板橋區信義國民小學附設幼兒園,新北市,板橋區,公立,[220]四川路二段245巷60號,(02)89667817#171,https://sites.google.com/thyes.ntpc.edu.tw/xinyikindy,212,無,111,2023/11/23,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市立重慶國民中學附設幼兒園,新北市,板橋區,公立,[220]國慶路221號,(02)29543001#602,http://tw.class.uschoolnet.com/class/?csid=css000000160567,180,無,111,2022/09/29,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,3,2,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市立重慶國民中學附設幼兒園,新北市,板橋區,公立,[220]國慶路221號,(02)29543001#602,http://tw.class.uschoolnet.com/class/?csid=css000000160567,180,無,111,2023/11/21,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市立板橋幼兒園,新北市,板橋區,公立,[220]中正路375巷48號,02-29682497,https://29688299.blogspot.com/,126,無,111,2022/10/11,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市立板橋幼兒園新民分班,新北市,板橋區,公立,[220]懷德街235巷2號,(02)22558468,,93,無,111,2022/10/11,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,3,1,b773367ce9b9403bc555f1f6cea8be2589a39c756ed5a6bf44ff246c28b60371,新北市立板橋幼兒園和平分班,新北市,板橋區,公立,[220]重慶路355號,02-29646945,,93,無,110,2022/05/17,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區文聖國民小學附設幼兒園,新北市,板橋區,公立,[220]文聖街86號,(02)22530782#628,http://www.wses.ntpc.edu.tw//,212,無,111,2022/09/30,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市立溪崑國民中學附設幼兒園,新北市,板橋區,公立,[220]大觀路三段50巷30號,(02)26869727#500,http://www.ckjhs.ntpc.edu.tw/,136,無,111,2022/11/09,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區沙崙國民小學附設幼兒園,新北市,板橋區,公立,[220]篤行路二段132號,(02)26812764#851,http://tw.myblog.yahoo.com/sharon_preschool,196,無,111,2022/10/04,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區新埔國民小學附設幼兒園,新北市,板橋區,公立,[220]陽明街206號,(02)22571830#682,http://163.20.77.4/kid/,120,無,111,2022/10/07,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區國光國民小學附設幼兒園,新北市,板橋區,公立,[220]中正路325巷30號,(02)29680611#518,https://sites.google.com/a/kkes.ntpc.edu.tw/xin-bei-shi-guo-guang-guo-xiao-you-er-yuan,210,無,111,2022/09/29,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市立新埔國民中學附設幼兒園,新北市,板橋區,公立,[220]新海路181號,(02)22572275#288,https://www.hpjh.ntpc.edu.tw/,240,無,111,2022/10/14,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區實踐國民小學附設幼兒園,新北市,板橋區,公立,[220]實踐路93巷51號,(02)29531233#700,https://sites.google.com/view/sjpsece/,256,無,111,2022/09/27,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市板橋區埔墘國民小學附設幼兒園,新北市,板橋區,公立,[220]永豐街42之8號,(02)29616690#282,https://www.pces.ntpc.edu.tw/,286,無,111,2022/10/20,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市私立忠孝幼兒園,新北市,板橋區,私立,[220]忠孝路忠義巷19弄9、11號,(02)29621696,,60,無,111,2022/11/11,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,4,1,17ea4a1a47a57f8d65a26656621526b692394b5df7c426a168e447c0e5505a6e,新北市私立寶貝媽咪幼兒園,新北市,板橋區,私立,[220]莊敬路46號2樓之2,(02)82529955,,60,無,111,2022/09/27,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立愛唯兒幼兒園,新北市,板橋區,私立,[220]大同街50巷18號1、2、3樓,(02)82512888,http://www.lovewill.com.tw,180,無,111,2022/10/26,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立幼祥幼兒園,新北市,板橋區,私立,[220]中正路360巷45、47、49號1樓,(02)29667509,http://youshine.topschool.com.tw,84,無,111,2022/10/06,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立小奈米幼兒園,新北市,板橋區,私立,[220]四川路2段23之1、23之2、25之1、25之2號2、3樓,(02)89664504,,95,無,109,2020/10/30,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立凱思莉幼兒園,新北市,板橋區,私立,[220]文聖街137號1樓、夾層、b1,(02)82521364,,28,無,111,2022/10/19,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立芯宇幼兒園,新北市,板橋區,私立,[220]篤行路三段玉平巷101號1樓,(02)26758864,,40,無,111,2022/10/14,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,5,2,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立芯宇幼兒園,新北市,板橋區,私立,[220]篤行路三段玉平巷101號1樓,(02)26758864,,40,無,111,2023/11/22,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立光星幼兒園,新北市,板橋區,私立,[220]文化路一段188巷26號,(02)22570779,,60,無,111,2022/10/04,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立育樂幼兒園,新北市,板橋區,私立,[220]民權路260巷1弄14、16號1樓,(02)29653936,,90,無,111,2022/10/28,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立晨暘幼兒園,新北市,板橋區,私立,[220]文化路一段270巷3弄3、5、7、9號1、2樓,(02)22587399,,140,無,111,2022/09/30,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,5,2,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立晨暘幼兒園,新北市,板橋區,私立,[220]文化路一段270巷3弄3、5、7、9號1、2樓,(02)22587399,,140,無,111,2023/11/24,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,陽光森林文教股份有限公司臺北縣分公司附設新北市私立陽光小子幼兒園,新北市,板橋區,私立,[220]三民路二段215號1、2樓,(02)29555576,,62,無,111,2022/10/19,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,5,1,0b12d418a7c6c1830c7df7214531ce73b49c1bea7e35cd0d9fdb28e34c7817bb,新北市私立道安幼兒園,新北市,板橋區,私立,[220]大明街15巷15、17、19號1樓及15巷15號2樓、15巷17之1號2樓、15巷19之1號2樓,(02)29520475,,70,無,111,2022/09/29,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立悅嘉幼兒園,新北市,板橋區,私立,[220]雙十路二段149號2樓,(02)82586747,www.yueh-chia.idv.tw,74,無,111,2022/11/04,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立立信幼兒園,新北市,板橋區,私立,[220]國泰街75巷49、51、53號1樓,(02)29527172,,57,有,111,2022/10/20,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立雙成幼兒園,新北市,板橋區,私立,[220]縣民大道三段133巷22號1樓,(02)22535056,http：//shanchen.pckids.com.tw/,40,無,111,2022/11/03,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立忠山幼兒園,新北市,板橋區,私立,[220]中正路275巷62弄1、3、5號1樓,(02)29676813,,57,無,111,2022/10/18,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立幼暉幼兒園,新北市,板橋區,私立,[220]民族路289巷2號1樓,(02)29621247,http://yu-hui.topschool.com.tw/,46,無,111,2022/10/12,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立遠東幼兒園,新北市,板橋區,私立,[220]成功路33號1樓,(02)29541784,,37,無,111,2022/10/19,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,財團法人台北市中華基督教青年會附設新北市私立板新幼兒園,新北市,板橋區,私立,[220]板新路27號1、2、3樓,(02)29637400,新北市板橋區板新路27號1~3樓,94,無,111,2022/10/28,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立蘇格拉底幼兒園,新北市,板橋區,私立,[220]莒光路211號2、3樓,(02)82585511,,100,無,111,2022/10/11,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立大業幼兒園,新北市,板橋區,私立,[220]重慶路278巷17號1樓,(02)29555614,,40,無,111,2022/10/18,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,6,1,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立鴻園幼兒園,新北市,板橋區,私立,[220]長安街331巷77、79號1、2樓,(02)66375979,,50,無,111,2022/10/25,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,6,2,519517aa7470bf1a365d74df712b6a21ce4c8992b53d143e6137608354298591,新北市私立鴻園幼兒園,新北市,板橋區,私立,[220]長安街331巷77、79號1、2樓,(02)66375979,,50,無,111,2023/11/21,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立培揚幼兒園,新北市,板橋區,私立,[220]貴興路62、64號1樓,(02)29535289,,38,無,111,2022/11/01,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立艾維恩四維幼兒園,新北市,板橋區,私立,[220]四維路257號2樓,(02)82586899,,61,有,111,2022/11/01,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,7,2,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立艾維恩四維幼兒園,新北市,板橋區,私立,[220]四維路257號2樓,(02)82586899,,61,有,111,2023/11/24,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立緹家寶幼兒園,新北市,板橋區,私立,[220]新海路416號1、2、3樓,(02)22512872,tjb.kidz.com.tw,68,有,111,2022/11/01,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,7,2,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立緹家寶幼兒園,新北市,板橋區,私立,[220]新海路416號1、2、3樓,(02)22512872,tjb.kidz.com.tw,68,有,111,2023/11/20,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立小康幼兒園,新北市,板橋區,私立,[220]長安街138巷7弄36、38號1、2樓,(02)29512112,shirley.blogkids.net,48,無,111,2022/09/27,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立和平幼兒園,新北市,板橋區,私立,[220]民權路202巷17弄70號,(02)29671237,,180,無,111,2022/10/28,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立致理幼兒園,新北市,板橋區,私立,[220]介壽街80號,(02)22573270#28,,56,無,111,2022/10/05,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,財團法人新北市大觀書社附設新北市私立大觀幼兒園,新北市,板橋區,私立,[220]西門街5號,(02)29685028,,360,無,111,2022/10/13,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立雨農幼兒園,新北市,板橋區,私立,[220]雨農路27巷2號2樓,(02)22519395,,168,無,111,2022/09/28,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立童心幼兒園,新北市,板橋區,私立,[220]文化路一段188巷30號1樓,(02)22590779,,41,有,111,2022/10/04,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,7,1,908033a7ff48d89842bb80707121992140133467f8328679a3b1d12db5536268,新北市私立漢林堡幼兒園,新北市,板橋區,私立,[220]光正街12-1號,(02)29683688,hlb.pckids.com.tw,34,無,111,2022/10/20,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立童苑幼兒園,新北市,板橋區,私立,[220]南雅南路二段144巷57號1、2樓,(02)89666002,ton-yuan.topschool.tw/,38,無,111,2022/10/06,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立嘉穎幼兒園,新北市,板橋區,私立,[220]文化路二段92號1樓、92號2樓、92之1號1樓,(02)22590745,,190,無,111,2022/09/30,基礎評鑑－部分指標通過,檢視
2026-09-03-ntpc-full-v1,8,2,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立嘉穎幼兒園,新北市,板橋區,私立,[220]文化路二段92號1樓、92號2樓、92之1號1樓,(02)22590745,,190,無,111,2023/11/20,追蹤評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立艾法薇爾幼兒園,新北市,板橋區,私立,[220]雙十路二段85號1樓及87號1樓、87號2樓,(02)82511545,,218,無,111,2022/10/27,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立嘉盛幼兒園,新北市,板橋區,私立,[220]實踐路76號2樓、3樓,(02)89533958,,84,無,111,2022/10/20,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立田園幼兒園,新北市,板橋區,私立,[220]信義路279巷19-2號、19-3號,(02)29542929,,60,無,111,2022/10/12,基礎評鑑－全數指標通過,檢視
2026-09-03-ntpc-full-v1,8,1,81aaf0d131444a78a8b9eb072046fd58da3ac43bc364d07fa253d2f4b06046d3,新北市私立喬幼光明幼兒園,新北市,板橋區,私立,[220]光明街68號1樓、68之1號2樓,(02)29637600,,93,無,111,2022/10/26,基礎評鑑－全數指標通過,檢視
